# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(b),1238,1061,892,00:04:05,23.81,14:44:36
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(a),1222,1013,663,00:02:33,17.97,29:22:37
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_4_(a),1222,949,716,00:03:27,13.28,56:58:46
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(c),1218,1009,788,00:04:31,33.83,36:06:11
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(e),1202,1005,820,00:02:34,27.32,10:46:36
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(a),1182,1061,884,00:02:55,59.10,16:33:53
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(f),1178,989,800,00:03:51,11.22,16:51:26
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_01_(a),1178,1045,720,00:02:48,8.35,106:45:05
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_5_(a),1166,921,700,00:03:34,13.25,14:08:53
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(d),1166,961,836,00:04:10,24.29,16:52:54
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_3,1162,989,748,00:06:23,32.28,10:13:34
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_1_(c),1162,969,691,00:05:36,15.29,43:45:46
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_3_(a),1150,1009,772,00:04:57,5.40,50:23:51
/Science:Math_Exam_Resources/Courses/MATH110/December_2012,1142,667,370,00:00:58,47.58,20:52:07
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_3_(b),1134,860,760,00:03:15,28.35,10:29:22
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(d),1130,921,744,00:03:11,35.31,16:41:39
/Science:Math_Exam_Resources/Courses/MATH110/April_2013,1130,724,334,00:01:17,20.18,27:52:02
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(f),1118,989,836,00:04:06,25.41,08:32:59
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(c),1114,913,696,00:06:08,13.26,29:30:32
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_4,1114,905,712,00:06:00,10.61,28:50:31
/Science:Math_Exam_Resources/Courses/MATH101/April_2007,1106,696,462,00:00:45,17.28,35:09:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_01_(i),1106,989,780,00:06:26,27.65,46:59:05
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_2_(a),1106,921,655,00:03:57,8.32,46:07:21
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(b),1102,905,756,00:04:15,18.37,32:54:13
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_4,1098,824,607,00:06:12,13.07,20:40:43
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(a),1098,957,788,00:03:46,24.95,39:07:18
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(f),1098,929,724,00:03:37,30.50,33:46:37
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(h),1098,945,736,00:05:12,24.95,24:48:18
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(d),1098,933,784,00:02:37,21.12,24:08:02
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_3,1098,880,683,00:03:47,17.16,37:21:30
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_1_(a),1094,957,736,00:02:16,15.19,26:37:11
/Science:Math_Exam_Resources/Courses/MATH257,1094,868,659,00:00:18,15.19,06:27:09
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_5_(b),1085,933,784,00:02:36,24.66,20:08:54
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_2_(a),1081,913,720,00:03:50,20.79,16:50:38
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_01_(g),1077,949,744,00:04:22,14.96,72:01:11
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(e),1073,884,716,00:02:17,38.32,07:46:29
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_8_(a),1073,933,732,00:03:43,9.50,55:37:17
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_4_(a),1069,876,696,00:03:50,24.30,18:28:15
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_08_(a),1065,905,679,00:05:03,8.80,23:47:00
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_01_(d),1061,937,643,00:05:05,13.26,37:53:48
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_8,1057,905,687,00:06:19,12.58,30:11:32
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_4_(b),1045,880,712,00:05:52,13.75,22:06:53
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_06_(b),1045,659,410,00:02:39,26.12,27:13:06
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_02_(a),1045,933,683,00:05:42,9.95,46:04:44
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_8,1037,876,704,00:07:08,16.20,42:14:55
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_5_(c),1025,768,639,00:03:00,21.35,26:09:23
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(k),1021,864,643,00:04:43,9.72,16:40:27
/Science:Math_Exam_Resources/Courses/MATH102/December_2011/Question_1_(a)_i,1017,848,619,00:03:14,10.59,58:12:20
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_6_(a),1013,820,651,00:03:38,19.48,13:35:31
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(c),1013,888,744,00:05:14,18.09,26:07:42
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_2_(e),1009,639,559,00:01:15,50.45,13:30:21
